estacion,provincia,temp_max,temp_min,temp_med,viento_racha,viento_vel_max,prec_dia,prec_0_6h,prec_6_12h,prec_12_18h,prec_18_24h,fecha
Burgo de Osma,Soria,0.8,-14.8,-7.0,28.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Liceras,Soria,1.9,-9.6,-3.9,32.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Ólvega,Soria,10.0,-9.2,0.4,26.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
San Pedro Manrique,Soria,8.5,-12.9,-2.2,36.0,22.0,4.6,0.0,0.0,4.6,0.0,2021-01-12
Arcos de Jalón,Soria,3.1,-13.6,-5.3,31.0,21.0,4.6,0.0,0.6,4.0,0.0,2021-01-12
Almazul,Soria,2.9,-11.8,-4.5,21.0,16.0,0.4,0.0,0.0,0.2,0.2,2021-01-12
Puntagorda,Santa Cruz de Tenerife,14.8,8.1,11.5,40.0,24.0,0.6,0.4,0.2,0.0,0.0,2021-01-12
Tijarafe,Santa Cruz de Tenerife,14.1,9.2,11.7,21.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
El Paso,Santa Cruz de Tenerife,11.8,7.4,9.6,46.0,24.0,4.8,2.8,0.6,0.8,0.6,2021-01-12
Fuencaliente,Santa Cruz de Tenerife,19.7,14.5,17.1,48.0,32.0,1.8,0.4,0.8,0.6,0.0,2021-01-12
Tazacorte,Santa Cruz de Tenerife,19.0,14.9,16.9,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
La Palma Aeropuerto,Santa Cruz de Tenerife,18.0,13.9,15.9,48.0,38.0,2.0,0.0,1.5,0.4,0.1,2021-01-12
San Andrés y Sauces,Santa Cruz de Tenerife,14.4,10.8,12.6,32.0,21.0,5.2,3.8,1.4,0.0,0.0,2021-01-12
"Vallehermoso, Alto Igualero",Santa Cruz de Tenerife,,,,,,,,,,,2021-01-12
Agulo,Santa Cruz de Tenerife,14.1,8.9,11.5,25.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"Vallehermoso, Dama",Santa Cruz de Tenerife,21.1,14.2,17.7,42.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Hermigua,Santa Cruz de Tenerife,17.0,12.2,14.6,30.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
San Sebastián de la Gomera,Santa Cruz de Tenerife,21.8,15.9,18.8,45.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Adeje,Santa Cruz de Tenerife,,,,,,,,,,,2021-01-12
Arico,Santa Cruz de Tenerife,16.2,10.9,13.6,38.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Tenerife Sur Aeropuerto,Santa Cruz de Tenerife,20.1,13.6,16.9,41.0,30.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Izaña,Santa Cruz de Tenerife,-0.2,-3.2,-1.7,,,0.2,0.0,0.2,0.0,0.0,2021-01-12
Candelaria,Santa Cruz de Tenerife,16.6,10.2,13.4,45.0,30.0,0.4,0.0,0.4,0.0,0.0,2021-01-12
Güímar,Santa Cruz de Tenerife,19.2,12.7,16.0,42.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"San Cristóbal de La Laguna,Llano de los Loros",Santa Cruz de Tenerife,12.0,6.4,9.2,34.0,21.0,12.6,3.4,2.0,5.8,1.4,2021-01-12
Tenerife Norte Aeropuerto,Santa Cruz de Tenerife,14.6,9.2,11.9,32.0,23.0,0.3,0.0,0.2,0.1,0.0,2021-01-12
Sta.Cruz de Tenerife,Santa Cruz de Tenerife,20.3,14.0,17.1,31.0,16.0,2.0,0.0,0.2,1.8,0.0,2021-01-12
Anaga,Santa Cruz de Tenerife,20.0,14.0,17.0,24.0,10.0,3.6,0.0,0.2,3.4,0.0,2021-01-12
La Victoria de Acentejo,Santa Cruz de Tenerife,13.7,8.8,11.3,20.0,15.0,3.8,0.6,2.2,1.0,0.0,2021-01-12
Tacoronte,Santa Cruz de Tenerife,17.3,10.8,14.0,24.0,15.0,2.2,0.8,1.2,0.0,0.2,2021-01-12
Puerto de la Cruz,Santa Cruz de Tenerife,20.7,13.7,17.2,43.0,30.0,2.2,2.1,0.0,0.0,0.1,2021-01-12
"El Pinar, Depósito",Santa Cruz de Tenerife,11.6,7.0,9.3,30.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"San Andrés, Valverde",Santa Cruz de Tenerife,9.6,6.8,8.2,33.0,19.0,8.8,4.2,1.8,2.6,0.2,2021-01-12
Hierro Aeropuerto,Santa Cruz de Tenerife,19.1,17.1,18.1,41.0,32.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"Frontera, Sabinosa",Santa Cruz de Tenerife,18.4,15.1,16.8,38.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Alforja,Tarragona,4.7,-1.3,1.7,64.0,41.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Reus Aeropuerto,Tarragona,8.4,-3.5,2.4,50.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Valls,Tarragona,7.8,0.4,4.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-12
Tarragona,Tarragona,11.5,-0.2,5.6,23.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Llorac,Tarragona,-0.3,-5.7,-3.0,41.0,31.0,,,,2.8,0.0,2021-01-12
La Pobla de Massaluca,Tarragona,4.4,-1.0,1.7,35.0,22.0,,,,,,2021-01-12
Cabacés,Tarragona,6.3,-1.2,2.6,21.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Rasquera,Tarragona,7.8,-2.1,2.9,45.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Estación de Tortosa,Tarragona,9.9,4.4,7.1,66.0,40.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Albarracín,Teruel,,,,,,,,,,,2021-01-12
Teruel,Teruel,-2.2,-21.0,-11.6,11.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Jabaloyas,Teruel,3.2,-6.4,-1.6,41.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Cedrillas,Teruel,0.5,-15.0,-7.3,24.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Mosqueruela,Teruel,4.8,-5.9,-0.5,69.0,54.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Santa Eulalia del Campo,Teruel,-2.6,-23.0,-12.8,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Calamocha,Teruel,-5.3,-21.3,-13.3,13.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Fonfría,Teruel,0.4,-9.7,-4.6,34.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Muniesa,Teruel,3.4,-6.9,-1.8,40.0,22.0,,,,,,2021-01-12
Montalbán,Teruel,3.5,-14.6,-5.6,10.0,5.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Hijar,Teruel,6.6,-1.3,2.6,39.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Andorra,Teruel,2.1,-5.7,-1.8,48.0,40.0,,0.0,,,,2021-01-12
Castellote,Teruel,6.6,-6.2,0.2,24.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Calanda,Teruel,5.7,-3.7,1.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Alcañiz,Teruel,5.6,-6.7,-0.5,26.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Valderrobres,Teruel,4.1,-9.7,-2.8,25.0,10.0,,,,,0.0,2021-01-12
Bello,Teruel,-6.9,-25.4,-16.1,10.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Ocaña,Toledo,1.8,-14.4,-6.3,9.0,6.0,,,,,0.0,2021-01-12
Tembleque,Toledo,3.3,-13.6,-5.2,,,,,,,0.0,2021-01-12
Mora,Toledo,8.4,-11.0,-1.3,10.0,7.0,,,,,0.0,2021-01-12
Toledo,Toledo,0.9,-13.4,-6.2,13.0,9.0,,,,,0.0,2021-01-12
San Pablo de los Montes,Toledo,5.3,-4.5,0.4,,,,,,,,2021-01-12
Navahermosa,Toledo,9.1,-8.7,0.2,,,,,,,,2021-01-12
Castillo de Bayuela,Toledo,4.5,-5.5,-0.5,,,,,,,0.0,2021-01-12
Talavera de la Reina,Toledo,5.2,-6.2,-0.5,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Oropesa,Toledo,8.9,-8.8,0.0,,,,,,,0.0,2021-01-12
Quintanar de la Orden,Toledo,2.3,-10.2,-3.9,10.0,8.0,,,,,0.0,2021-01-12
Madridejos,Toledo,5.3,-13.5,-4.1,18.0,14.0,,,,,0.0,2021-01-12
Puerto Rey,Cáceres,9.3,-5.5,1.9,,,0.0,0.0,0.0,0.0,0.0,2021-01-12
Fontanars dels Alforins,València/Valencia,8.6,-3.1,2.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-12
Miramar,València/Valencia,14.0,3.3,8.6,30.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Barx,València/Valencia,11.1,-0.5,5.3,21.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Jalance,València/Valencia,6.5,-6.1,0.2,24.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Zarra,València/Valencia,4.0,-4.5,-0.3,,30.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Bicorp,València/Valencia,10.2,-2.9,3.6,31.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Ontinyent,València/Valencia,12.3,-1.6,5.4,19.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Xàtiva,València/Valencia,14.6,-2.4,6.1,67.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Carcaixent,València/Valencia,13.6,-1.0,6.3,19.0,13.0,0.2,0.0,0.2,0.0,0.0,2021-01-12
Utiel,València/Valencia,5.4,-11.5,-3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Polinyà de Xúquer,València/Valencia,11.9,2.4,7.1,35.0,17.0,,,,,,2021-01-12
Turís,València/Valencia,9.0,0.0,4.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-12
Ademuz,València/Valencia,3.1,-15.5,-6.2,,,2.4,0.0,0.0,2.4,0.0,2021-01-12
Chelva,València/Valencia,10.6,-4.4,3.1,33.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Lliria,València/Valencia,13.6,-0.6,6.5,31.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Valencia Aeropuerto,València/Valencia,12.0,-1.8,5.1,30.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"València, Viveros",València/Valencia,13.8,1.1,7.5,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Sagunto,València/Valencia,13.3,-2.6,5.4,,,0.0,0.0,0.0,0.0,0.0,2021-01-12
Peñafiel,Valladolid,3.2,-11.3,-4.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-12
Sardón de Duero,Valladolid,7.7,-11.6,-2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Valladolid,Valladolid,5.2,-6.7,-0.8,14.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"Olmedo, Depósito de Agua",Valladolid,4.5,-12.9,-4.2,19.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Rueda,Valladolid,4.1,-8.8,-2.4,,,0.0,0.0,0.0,0.0,0.0,2021-01-12
Fuente el Sol,Valladolid,7.5,-13.3,-2.9,11.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Villalón de Campos,Valladolid,5.7,-8.1,-1.2,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Medina de Rioseco,Valladolid,4.8,-9.2,-2.2,13.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Morales del Toro,Zamora,7.0,-7.2,-0.1,13.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Fuentesauco,Zamora,2.3,-9.4,-3.5,9.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Villafáfila,Zamora,4.6,-8.0,-1.7,15.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Zamora,Zamora,6.5,-6.8,-0.2,14.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Benavente,Zamora,5.9,-7.1,-0.6,17.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"Sanabria, Robleda-Cervantes",Zamora,9.2,-11.0,-0.9,13.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Villardeciervos,Zamora,10.5,-9.3,0.6,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Santibañez de Vidriales,Zamora,8.6,-8.5,0.1,15.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Pozuelo de Tabara,Zamora,5.9,-9.6,-1.9,20.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Villadepera,Zamora,6.4,-4.2,1.1,14.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Peñausende,Zamora,12.6,1.1,6.9,,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Fresno de Sayago,Zamora,10.8,-10.5,0.2,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Alcañices,Zamora,10.1,-5.7,2.2,13.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Sos del Rey Católico,Zaragoza,5.1,-1.8,1.6,43.0,34.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Tarazona,Zaragoza,6.3,-3.9,1.2,27.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Ejea de los Caballeros,Zaragoza,7.4,0.5,4.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Castejon de Valdejasa,Zaragoza,,,,,,,,,,,2021-01-12
Alhama de Aragon,Zaragoza,2.3,-18.0,-7.9,,,0.0,0.0,0.0,0.0,0.0,2021-01-12
Daroca,Zaragoza,-0.4,-18.5,-9.5,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Calatayud,Zaragoza,-0.6,-15.4,-8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
La Almunia de Doña Godina,Zaragoza,5.0,-9.0,-2.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Zaragoza Aeropuerto,Zaragoza,6.6,-1.4,2.6,59.0,49.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"Zaragoza, Valdespartera",Zaragoza,7.4,0.9,4.2,69.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Leciñena,Zaragoza,6.9,-10.6,-1.9,40.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Valmadrid,Zaragoza,3.7,-0.6,1.6,81.0,53.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Quinto,Zaragoza,5.5,-7.5,-1.0,43.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Mazarrón,Murcia,15.9,4.4,10.1,20.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Villanueva de la Cañada,Madrid,6.0,-8.6,-1.3,15.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Caspe,Zaragoza,5.0,-1.7,1.6,43.0,33.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Andratx - Sant Elm,Illes Balears,12.2,2.6,7.4,25.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Arure,Santa Cruz de Tenerife,12.7,7.4,10.0,45.0,31.0,1.8,1.0,0.6,0.2,0.0,2021-01-12
Villadiego,Burgos,6.4,-4.8,0.8,18.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"Tomares, Zaudín",Sevilla,11.5,2.0,6.8,22.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
San Javier,Murcia,14.1,5.5,9.8,32.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Totana,Murcia,14.7,0.6,7.6,15.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Torla-El Cebollar,Huesca,4.1,-3.4,0.3,54.0,31.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Trujillo,Cáceres,9.3,-1.5,3.9,11.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Granada Base Aérea,Granada,9.7,-3.5,3.1,14.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Roque de los Muchachos,Santa Cruz de Tenerife,3.1,-3.3,-0.1,,,23.2,0.0,3.0,19.8,0.4,2021-01-12
San Juan de la Rambla,Santa Cruz de Tenerife,14.0,7.9,11.0,29.0,18.0,1.6,0.8,0.4,0.0,0.4,2021-01-12
Cerler-Cogulla,Huesca,-0.2,-5.3,-2.8,69.0,62.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Panticosa-Petrosos,Huesca,4.6,-2.7,0.9,51.0,39.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Valverde,Santa Cruz de Tenerife,12.6,10.3,11.5,33.0,20.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
"Sóller, Puerto",Illes Balears,12.4,6.2,9.3,30.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
Estaca de Bares,A Coruña,10.1,4.9,7.5,50.0,30.0,6.2,0.2,3.0,0.6,2.4,2021-01-02
Ferrol,A Coruña,10.8,3.3,7.1,26.0,12.0,5.8,1.3,3.0,0.4,1.1,2021-01-02
As Pontes,A Coruña,6.4,0.8,3.6,,,12.6,5.0,2.2,2.8,2.6,2021-01-02
A Coruña,A Coruña,10.4,5.9,8.1,24.0,14.0,6.6,1.8,2.0,0.6,2.2,2021-01-02
A Coruña Aeropuerto,A Coruña,9.7,3.1,6.4,28.0,14.0,5.4,3.1,1.1,0.4,0.8,2021-01-02
"Carballo, Depuradora",A Coruña,10.0,2.8,6.4,,,16.4,6.8,5.6,1.0,3.0,2021-01-02
Cabo Vilan,A Coruña,9.9,5.1,7.5,55.0,39.0,7.2,0.6,1.9,2.5,2.2,2021-01-02
Vimianzo,A Coruña,8.6,1.9,5.3,,,11.8,7.2,3.0,1.0,0.6,2021-01-02
Fisterra,A Coruña,8.6,5.1,6.9,62.0,34.0,8.8,2.2,2.4,3.2,1.0,2021-01-02
Mazaricos,A Coruña,7.0,2.2,4.6,,,15.8,9.2,4.6,2.0,0.0,2021-01-02
Sobrado,A Coruña,8.8,-1.2,3.8,,,2.6,1.0,0.6,0.8,0.2,2021-01-02
Santiago de Compostela Aeropuerto,A Coruña,8.4,1.2,4.8,18.0,10.0,2.6,1.5,0.8,0.0,0.3,2021-01-02
Noia,A Coruña,9.3,3.0,6.2,13.0,4.0,7.0,6.2,0.6,0.2,0.0,2021-01-02
Monte Iroite,A Coruña,,,,,,,,,,,2021-01-02
Boiro,A Coruña,9.2,2.3,5.7,,,3.6,2.8,0.8,0.0,0.0,2021-01-02
Padrón,A Coruña,8.8,2.6,5.7,19.0,13.0,1.2,0.8,0.4,0.0,0.0,2021-01-02
Santiago de Compostela,A Coruña,9.3,3.3,6.3,13.0,1.0,3.4,1.9,1.1,0.1,0.3,2021-01-02
"Rois, Casas do Porto",A Coruña,8.4,1.4,4.9,,,3.0,2.0,0.4,0.4,0.2,2021-01-02
Ossa de Montiel,Albacete,3.2,-4.1,-0.4,43.0,14.0,1.0,0.0,1.0,0.0,0.0,2021-01-02
Villarrobledo,Albacete,5.6,-2.7,1.4,45.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Munera,Albacete,2.8,-3.4,-0.3,36.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
"Yeste, Embalse Fuensanta",Albacete,6.0,1.5,3.8,,,0.2,0.0,0.2,0.0,0.0,2021-01-02
Yeste,Albacete,3.4,-0.7,1.4,,,0.2,0.2,0.0,0.0,0.0,2021-01-02
Hellín,Albacete,5.3,0.3,2.8,59.0,36.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Albacete Base Aérea,Albacete,4.0,-1.5,1.3,60.0,42.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Chinchilla,Albacete,0.2,-4.6,-2.2,50.0,30.0,1.0,0.0,0.6,0.4,0.0,2021-01-02
Albacete,Albacete,4.5,-1.1,1.7,50.0,15.0,0.1,0.1,0.0,0.0,0.0,2021-01-02
Alcalá del Júcar,Albacete,3.4,-1.9,0.8,41.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Almansa,Albacete,5.1,-1.9,1.6,51.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Orihuela,Alacant/Alicante,11.2,4.5,7.8,66.0,36.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Pinoso,Alacant/Alicante,7.2,1.6,4.4,50.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Rojales,Alacant/Alicante,11.3,6.3,8.8,60.0,39.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Villena,Alacant/Alicante,7.0,-0.5,3.3,51.0,31.0,,,,,,2021-01-02
Novelda,Alacant/Alicante,9.8,4.1,7.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-02
Elche/Elx,Alacant/Alicante,11.9,2.1,7.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-02
Alicante-Elche Aeropuerto,Alacant/Alicante,11.1,2.5,6.8,72.0,49.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Alicante/Alacant,Alacant/Alicante,11.5,5.5,8.5,46.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Benidorm,Alacant/Alicante,12.3,2.5,7.4,32.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Jávea/ Xàbia,Alacant/Alicante,12.9,5.9,9.4,45.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Alcoy/Alcoi,Alacant/Alicante,7.1,1.9,4.5,50.0,27.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Vélez Blanco - Topares,Almería,1.4,-2.7,-0.7,,,0.0,0.0,0.0,0.0,0.0,2021-01-02
Adra,Almería,16.4,8.5,12.4,41.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
El Ejido,Almería,16.4,6.7,11.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-02
Roquetas de Mar,Almería,15.6,3.0,9.3,42.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Abla,Almería,8.5,1.2,4.9,33.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Láujar de Andarax,Almería,3.3,-3.5,-0.1,78.0,54.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Almería Aeropuerto,Almería,15.5,9.3,12.4,59.0,43.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Cabo de Gata,Almería,14.7,9.9,12.3,75.0,40.0,,,,,,2021-01-02
"Garrucha, Puerto",Almería,12.5,7.6,10.0,54.0,37.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Albox,Almería,9.1,2.4,5.8,66.0,48.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Huércal-Overa,Almería,10.5,3.8,7.1,51.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Aramaio,Araba/Álava,1.3,-0.9,0.2,,,3.4,0.0,0.0,1.2,2.2,2021-01-02
Amurrio,Araba/Álava,3.0,0.5,1.8,35.0,14.0,30.2,14.0,10.0,2.2,4.0,2021-01-02
Lalastra,Araba/Álava,,,,,,,,,,,2021-01-02
Agurain/Salvatierra,Araba/Álava,0.5,-2.5,-1.0,28.0,18.0,14.4,5.8,5.6,2.8,0.2,2021-01-02
Vitoria Gasteiz Aeropuerto,Araba/Álava,2.7,-1.3,0.7,41.0,24.0,15.1,11.8,2.4,0.9,0.0,2021-01-02
Labastida,Araba/Álava,1.8,-0.8,0.5,34.0,13.0,10.2,7.2,2.6,0.4,0.0,2021-01-02
Leza,Araba/Álava,2.0,-0.5,0.8,,,7.2,0.0,0.0,5.6,1.6,2021-01-02
Campezo/Kanpezu,Araba/Álava,1.7,-0.6,0.6,,,5.6,0.0,0.6,3.4,1.6,2021-01-02
Cabrales,Asturias,1.2,-0.1,0.6,42.0,27.0,11.4,0.8,1.4,6.6,2.6,2021-01-02
Llanes,Asturias,9.2,4.5,6.8,39.0,24.0,2.8,0.8,0.0,0.8,1.2,2021-01-02
"Amieva, Panizales",Asturias,1.6,0.1,0.9,21.0,9.0,15.6,1.8,1.8,7.6,4.4,2021-01-02
"Piloña, Bargaéu",Asturias,2.5,0.0,1.3,18.0,9.0,19.6,1.4,1.8,9.4,7.0,2021-01-02
Colunga,Asturias,5.5,3.5,4.5,39.0,16.0,1.0,1.0,0.0,0.0,0.0,2021-01-02
"Gijón, Campus",Asturias,8.4,3.3,5.8,23.0,11.0,9.2,1.0,0.8,1.6,5.8,2021-01-02
Cabo Peñas,Asturias,8.7,4.0,6.3,63.0,24.0,,,,,,2021-01-02
Asturias Aeropuerto,Asturias,6.6,2.7,4.6,32.0,19.0,11.2,1.5,0.3,1.9,7.5,2021-01-02
Pajares-Valgrande,Asturias,-3.4,-5.8,-4.6,8.0,4.0,19.3,8.2,4.8,3.0,3.3,2021-01-02
"Lena, Ronzón",Asturias,3.3,0.2,1.7,13.0,7.0,6.6,0.6,1.6,3.4,1.0,2021-01-02
"Aller, Felechosa",Asturias,0.8,-1.3,-0.2,13.0,8.0,20.0,4.6,1.2,10.0,4.2,2021-01-02
"Mieres, Baiña",Asturias,6.0,1.6,3.8,13.0,5.0,8.6,4.4,0.8,0.2,3.2,2021-01-02
Oviedo,Asturias,4.5,0.9,2.7,25.0,14.0,6.8,3.0,0.6,0.6,2.6,2021-01-02
"Tineo, Soutu",Asturias,3.2,0.2,1.7,11.0,6.0,0.8,0.0,0.0,0.0,0.8,2021-01-02
Pola de Somiedo,Asturias,2.3,-0.8,0.7,18.0,7.0,7.4,0.2,6.0,0.4,0.8,2021-01-02
"Salas, Camuño",Asturias,5.6,0.9,3.2,18.0,11.0,5.4,1.8,1.2,1.0,1.4,2021-01-02
Cabo Busto,Asturias,6.8,2.9,4.9,,,,,,,,2021-01-02
Degaña,Asturias,-2.4,-4.2,-3.3,,,,,,,,2021-01-02
"Ibias, San Antolin",Asturias,1.1,-1.7,-0.3,13.0,9.0,4.4,1.6,1.0,1.4,0.4,2021-01-02
"Villayón, Oneta",Asturias,2.7,0.4,1.6,16.0,10.0,7.4,1.2,1.6,3.4,1.2,2021-01-02
Castropol,Asturias,8.0,2.3,5.1,27.0,14.0,9.0,1.7,1.4,5.1,0.8,2021-01-02
"Taramundi, Ouria",Asturias,4.9,0.8,2.9,24.0,17.0,11.2,1.4,1.6,4.4,3.8,2021-01-02
Puerto de Leitariegos,Asturias,-1.9,-5.8,-3.9,,,1.0,0.0,0.2,0.2,0.6,2021-01-02
Muñotello,Ávila,0.4,-4.3,-2.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Ávila,Ávila,0.7,-4.3,-1.8,37.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Gotarrendura,Ávila,,,,,,,0.0,0.0,0.0,,2021-01-02
Arevalo,Ávila,3.5,-3.8,-0.1,22.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Rivilla de Barajas,Ávila,2.0,-3.9,-1.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
Barco de Avila,Ávila,2.0,-3.9,-1.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
